"experiment","phase","query_id","regex_label","gpt4mini_label","claude_label","majority_label","all_agree","pred_preview"
"base_qasper_rag","AC-RAG","1706.09673_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Yes, they evaluate their learned representations on downstream tasks. For example, the CHARAGRAM model is evaluated on the SemEval 2015 Twit"
"base_qasper_rag","AC-RAG","1902.09666_q9","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1908.06267_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1707.03569_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1904.10503_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not provide a specific list of other approaches or models that their model is compared with. They mention that comparisons a"
"base_qasper_rag","AC-RAG","1912.01214_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They compare their cross-lingual pre-training based transfer approach with the following multilingual approaches:  - Pivoting (translating s"
"base_qasper_rag","AC-RAG","1809.06537_q0","confident_wrong","honest_abstention","honest_abstention","honest_abstention","false","The passages do not provide the exact numerical results (such as accuracy or F1 scores) achieved on the constructed dataset. They describe t"
"base_qasper_rag","AC-RAG","1806.04511_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The datasets used for evaluation are:  - CNN/DailyMail news highlights dataset - New York Times Annotated Corpus (NYT) - XSum"
"base_qasper_rag","AC-RAG","1810.12091_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Existing approaches for representing geographic locations using embeddings include:  1. **Principal Component Analysis and Stacked Autoencod"
"base_qasper_rag","AC-RAG","1901.10133_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1908.05828_q10","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages indicate that the BiLSTM+CNN(grapheme-level) model performs on par with the BiLSTM+CNN(character-level) model under the same co"
"base_qasper_rag","AC-RAG","1804.11346_q3","confident_wrong","honest_abstention","honest_abstention","honest_abstention","false","The passages do not provide the exact average length of the essays, but they mention that most texts range roughly from 150 to 250 tokens."
"base_qasper_rag","AC-RAG","1806.11432_q3","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1906.01081_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not provide a specific numerical value or exact amount by which PARENT correlates more with human judgments compared to othe"
"base_qasper_rag","AC-RAG","1901.01010_q7","honest_abstention","honest_abstention","confident_wrong","honest_abstention","false","The Wikipedia dataset consists of 29,794 articles.   (Source: [docid=qasper_1901.01010_sec_7]: ""We randomly sampled 5,000 articles from each"
"base_qasper_rag","AC-RAG","1701.05574_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The stylistic features obtained include lexical features, implicit incongruity features, and explicit incongruity features. Additionally, re"
"base_qasper_rag","AC-RAG","1604.08504_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","The benchmark dataset referred to in the passages is the Social Honeypot dataset, created by Lee et al. It was constructed by deploying 60 s"
"base_qasper_rag","AC-RAG","1910.08293_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dataset models characters' profiles using HLAs (High-Level Attributes) associated with each character. For each character, a set of HLAs"
"base_qasper_rag","AC-RAG","1809.01202_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages mention that the models and datasets were developed specifically for social media text, and they refer to the use of a ""causali"
"base_qasper_rag","AC-RAG","1911.07555_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the lexicon is not the same for all languages. The lexicon based classifier is used to predict the specific language "
"base_qasper_rag","AC-RAG","1909.03135_q3","honest_abstention","honest_abstention","confident_wrong","honest_abstention","false","The English training corpus consisted of the English Wikipedia dump from February 2017. The Russian training corpus was a concatenation of t"
"base_qasper_rag","AC-RAG","2001.03131_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1903.11283_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They measure style transfer success using human evaluation. Specifically, for each translated sentence pair, three human evaluators are aske"
"base_qasper_rag","AC-RAG","1704.04452_q5","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The authors define a concept map as a labeled graph showing concepts as nodes and relationships between them as edges. Labels are arbitrary "
"base_qasper_rag","AC-RAG","1905.12801_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The bias evaluation metrics used are:  1. **Co-occurrence bias**: Computed from model-generated texts by comparing the occurrences of gender"
"base_qasper_rag","AC-RAG","1609.00559_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages:  - For the MiniMayoSRS dataset, nine medical coders and three physicians from the Mayo Clinic participated in determi"
"base_qasper_rag","AC-RAG","1801.10293_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1601.02403_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1611.03599_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1708.01464_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1701.04056_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1608.01884_q3","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the languages explored are:  - English - French - Spanish - Italian - Portuguese - Hebrew - Arabic - German  These la"
"base_qasper_rag","AC-RAG","1912.10011_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1911.06118_q0","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Based on the provided passages, the qualitative experiments performed on benchmark datasets are as follows:  From [docid=qasper_1911.06118_s"
"base_qasper_rag","AC-RAG","1908.05828_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages indicate that the following machine learning models are explored:  - Support Vector Machine (SVM) - Hidden Markov Model (HMM) -"
"base_qasper_rag","AC-RAG","2003.11563_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the provided passages, ""propaganda"" for the purposes of this study is defined as follows:  The study references the World War II er"
"base_qasper_rag","AC-RAG","1604.00727_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages indicate that the baselines used in the experiments are:  - **Word-level models:** These models construct embeddings for questi"
"base_qasper_rag","AC-RAG","1809.03449_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","KAR is an end-to-end Machine Reading Comprehension (MRC) model that explicitly uses general knowledge to assist its attention mechanisms."
"base_qasper_rag","AC-RAG","2002.08795_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","AC-RAG","1910.08293_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","According to passage [docid=qasper_1910.08293_sec_10], dialogues were collected from 327 major characters (a subset of the 45,821 characters"
"base_qasper_rag","AC-RAG","1908.06264_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dataset used was MIMIC-III, a freely available, deidentified database containing electronic health records of patients admitted to an In"
"base_qasper_rag","C-AC-RAG","2001.02885_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1909.00175_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","Our model with the INLINEFORM0 tagging scheme yields new state-of-the-art INLINEFORM1 scores on pun detection and competitive results on pun"
"base_qasper_rag","C-AC-RAG","1809.01541_q0","confident_wrong","confident_wrong","honest_abstention","confident_wrong","false","They perform multilingual training by randomly alternating between languages for every new minibatch during training. Specifically, they gro"
"base_qasper_rag","C-AC-RAG","1903.07406_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The features used are TF-IDF (Term Frequency-Inverse Document Frequency) features extracted from the text content of pathology reports."
"base_qasper_rag","C-AC-RAG","1909.06200_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The irony accuracy, sentiment preservation, and content preservation were judged by four annotators who are proficient in English."
"base_qasper_rag","C-AC-RAG","1901.01010_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","Based on the provided passages, the paper states: ""All code and data associated with this research will be released on publication."" However"
"base_qasper_rag","C-AC-RAG","1704.06194_q0","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","They achieve the state of the art on the SimpleQuestions benchmark and results comparable to the state-of-the-art on the WebQSP benchmark."
"base_qasper_rag","C-AC-RAG","2003.13032_q5","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The baseline systems are neural machine translation models based on attentional encoder-decoder networks, trained only on the available para"
"base_qasper_rag","C-AC-RAG","1608.01884_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1910.05603_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1802.06024_q5","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the provided passages, the general knowledge learning engine (as implemented in LiLi) uses a Knowledge Store (KS) for knowledge ret"
"base_qasper_rag","C-AC-RAG","1907.01468_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Yes, the passages demonstrate why interdisciplinary insights are important. They explain that analyzing text as social and cultural data oft"
"base_qasper_rag","C-AC-RAG","1706.01875_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1810.04635_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They use both approaches. Initially, they use the released transcripts of the IEMOCAP dataset (datasets with transcribed text). They also pr"
"base_qasper_rag","C-AC-RAG","2002.02070_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","2002.01320_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The ASR and ST models follow the architecture in berard2018end, but have 3 decoder layers like in pino2019harnessing. The MT model uses a Tr"
"base_qasper_rag","C-AC-RAG","1909.00175_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Answer: They considered off-the-shelf PDTB taggers/parsers as baselines for the evaluation of causality prediction of their models. (See [do"
"base_qasper_rag","C-AC-RAG","2003.03106_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","BERT shows outstanding performance on the task of sensitive information detection and classification (anonymisation) in Spanish clinical dat"
"base_qasper_rag","C-AC-RAG","1712.05608_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The models/frameworks they compare to are:  - MLP (Multilayer Perceptron) - Eusboost - MWMOTE  These are used as baselines or comparison met"
"base_qasper_rag","C-AC-RAG","1912.10011_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The quantitative improvement of the proposed method (the best variant, Hierarchical-k) with respect to the best baseline can be summarized a"
"base_qasper_rag","C-AC-RAG","1810.12196_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Based on the provided passages, the hold-out test sets are constructed as follows:  - The Base Set (1,264 samples) is held out from the simu"
"base_qasper_rag","C-AC-RAG","1809.01541_q6","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Yes, their NER model learns NER from both text and images. The passages describe a multimodal NER (MNER) system that combines visual informa"
"base_qasper_rag","C-AC-RAG","1910.14076_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","When sentence representation is enhanced with topic information, there are notable improvements on small-scale unbalanced datasets. Specific"
"base_qasper_rag","C-AC-RAG","1909.09587_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not explicitly state which model is used as a baseline.  Final answer: I don't know."
"base_qasper_rag","C-AC-RAG","1806.11432_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Around 500 different workers were involved in the annotation."
"base_qasper_rag","C-AC-RAG","1808.10245_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1906.01081_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","A normal reading paradigm, as described in the passages, refers to a reading task where participants are instructed to read sentences natura"
"base_qasper_rag","C-AC-RAG","1911.06964_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the provided passages, the following user variations have been tested:  - Users were given two types of tasks: an autocomplete task"
"base_qasper_rag","C-AC-RAG","1908.08717_q5","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","The EEG data comes from 14 individuals.  (Source: [docid=qasper_1904.04358_sec_8] ""we randomly shuffled and divided the data (1913 signals f"
"base_qasper_rag","C-AC-RAG","1605.03481_q3","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1706.06894_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The SVM approach that resulted in the best performance was the one using unigrams as features. According to [docid=qasper_1706.06894_sec_2],"
"base_qasper_rag","C-AC-RAG","1904.03288_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They obtained competitive results on the Wall Street Journal (WSJ) and 2000hr Fisher+Switchboard (F+S) tasks. Specifically, they achieved ne"
"base_qasper_rag","C-AC-RAG","1908.06267_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","Based on the passages, the state-of-the-art system is not explicitly named. However, the Message Passing Attention network for Document unde"
"base_qasper_rag","C-AC-RAG","1707.06806_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1911.03059_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","The dimension of the embeddings is 300."
"base_qasper_rag","C-AC-RAG","1903.09722_q2","honest_abstention","confident_wrong","confident_wrong","confident_wrong","false","Based on the provided passages, the authors primarily compare their approaches to a baseline Big Transformer model. They also mention a vari"
"base_qasper_rag","C-AC-RAG","1908.06264_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","According to the passages, the dataset labels are Joy, Sadness, Anger, and Neutral."
"base_qasper_rag","C-AC-RAG","1909.13104_q6","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1908.07195_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","Adversarial Reward Augmented Maximum Likelihood (ARAML) performs significantly better than other baselines in all evaluated cases. According"
"base_qasper_rag","C-AC-RAG","1706.09673_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages describe that various neural network-based architectures are adopted for tweet representation learning in an unsupervised fashi"
"base_qasper_rag","C-AC-RAG","1801.02073_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The recent abstractive summarization method in this paper is a neural sequence-to-sequence (seq2seq) model called the pointer-generator netw"
"base_qasper_rag","C-AC-RAG","1806.04511_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1707.03569_q2","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Statistics from finite corpora are unreliable because the word-context pair $(w,c)$ may not appear in the training corpus, which happens ver"
"base_qasper_rag","C-AC-RAG","1910.09982_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dataset used was the Daily Mail news articles released by BIBREF9, which is composed of 219,506 articles covering a diverse range of top"
"base_qasper_rag","C-AC-RAG","1610.00956_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Their ensemble method works by first selecting the best performing single model according to validation performance. Then, in each step, the"
"base_qasper_rag","C-AC-RAG","1909.06162_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the extracted features that were most influential on performance are:  - **Linguistic features** (such as polarity, P"
"base_qasper_rag","C-AC-RAG","2001.01269_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The movie domain dataset details are as follows:  - For Turkish, the movie reviews were collected from a popular website. - The Turkish movi"
"base_qasper_rag","C-AC-RAG","1808.03738_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They detect spammers by extracting topic-based features from users' historical tweets. Specifically, they use the Latent Dirichlet Allocatio"
"base_qasper_rag","C-AC-RAG","1611.03599_q4","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Based on the provided passages, the authors collected the FBFans dataset themselves, as it is described as ""a privately-owned, single-topic,"
"base_qasper_rag","C-AC-RAG","2003.08385_q3","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","The performance of multilingual BERT (M-Bert) is described as follows:  - M-Bert can outperform both feature-based and other neural approach"
"base_qasper_rag","C-AC-RAG","1811.08603_q3","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They primarily use adjacent entity mentions (neighbor mentions within a pre-defined window size) to support the topical coherence assumption"
"base_qasper_rag","C-AC-RAG","1909.01362_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1910.03634_q4","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","The authors evidence the claim that many engineers find it a big overhead to choose from multiple frameworks, models, and optimization techn"
"base_qasper_rag","C-AC-RAG","1805.10824_q5","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Semi-supervised learning is applied by first training a model on the labeled training set, then using this model to predict labels for a ""si"
"base_qasper_rag","C-AC-RAG","1806.11432_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","2004.04721_q3","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","2002.04181_q0","confident_wrong","confident_wrong","honest_abstention","confident_wrong","false","The crowdworkers were located in the US and hired on the BIBREF22 platform."
"base_qasper_rag","C-AC-RAG","1706.09673_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Yes, they evaluate their learned representations on downstream tasks. For example, the CHARAGRAM model is evaluated on the SemEval 2015 Twit"
"base_qasper_rag","C-AC-RAG","1902.09666_q9","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1908.06267_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1603.09631_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The baseline used is a bag of words (BOW) model with a maximum entropy classifier, as reported by BIBREF33. This baseline was used for compa"
"base_qasper_rag","C-AC-RAG","1707.03569_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1904.10503_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not provide a specific list of other approaches or models that their model is compared with. They mention that comparisons a"
"base_qasper_rag","C-AC-RAG","1912.01214_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They compare their cross-lingual pre-training based transfer approach with the following multilingual approaches:  - Pivoting (translating s"
"base_qasper_rag","C-AC-RAG","1809.06537_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not provide the exact numerical results (such as accuracy or F1 scores) achieved on the constructed dataset. They describe t"
"base_qasper_rag","C-AC-RAG","1806.04511_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The datasets used for evaluation are:  - CNN/DailyMail news highlights dataset - New York Times Annotated Corpus (NYT) - XSum"
"base_qasper_rag","C-AC-RAG","1810.12091_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Existing approaches for representing geographic locations using embeddings include:  1. **Principal Component Analysis and Stacked Autoencod"
"base_qasper_rag","C-AC-RAG","1901.10133_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1707.06806_q3","honest_abstention","confident_wrong","confident_wrong","confident_wrong","false","According to the attention mechanism described in the passages, the relevant aspects of discussion for instructor intervention are:  - **Spe"
"base_qasper_rag","C-AC-RAG","1908.05828_q10","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages state that the BiLSTM+CNN(grapheme-level) model performs ""on par"" with the BiLSTM+CNN(character-level) model under the same con"
"base_qasper_rag","C-AC-RAG","1912.03627_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1804.11346_q3","confident_wrong","honest_abstention","honest_abstention","honest_abstention","false","The passages do not provide the exact average length of the essays, but they mention that most texts range roughly from 150 to 250 tokens."
"base_qasper_rag","C-AC-RAG","1604.00400_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They obtained the annotated clinical notes from the 2010 i2b2/VA dataset."
"base_qasper_rag","C-AC-RAG","1806.11432_q3","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1906.01081_q2","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The passages do not provide a specific numerical value or exact amount by which PARENT correlates more with human judgments compared to othe"
"base_qasper_rag","C-AC-RAG","1901.01010_q7","honest_abstention","honest_abstention","confident_wrong","honest_abstention","false","The Wikipedia dataset consists of 29,794 articles.   The arXiv dataset size is not specified in the provided passages.  So, the size of thei"
"base_qasper_rag","C-AC-RAG","1701.05574_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The stylistic features obtained include lexical features, implicit incongruity features, explicit incongruity features, readability, and wor"
"base_qasper_rag","C-AC-RAG","1604.08504_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The benchmark dataset referred to in the passages is the Social Honeypot dataset, created by Lee et al. It was constructed by deploying 60 s"
"base_qasper_rag","C-AC-RAG","1910.08293_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dataset models characters' profiles using HLAs (High-Level Attributes) associated with each character. For each character, a set of HLAs"
"base_qasper_rag","C-AC-RAG","1805.07133_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages provided, here are the performance results reported:  - **DNN Models vs. Traditional Models:**     All DNN models (CNN"
"base_qasper_rag","C-AC-RAG","1809.01202_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages mention that the models and datasets were developed specifically for social media text, and they reference the use of a ""causal"
"base_qasper_rag","C-AC-RAG","1911.07555_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the lexicon is built over all the data and therefore includes the vocabulary from both the training and testing sets."
"base_qasper_rag","C-AC-RAG","2001.07786_q1","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","According to the passages, the multi-attention method having a projected layer achieved the highest performance on this dataset.  Final answ"
"base_qasper_rag","C-AC-RAG","1909.03135_q3","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","The English training corpus consisted of the English Wikipedia dump from February 2017. The Russian training corpus was a concatenation of t"
"base_qasper_rag","C-AC-RAG","2001.03131_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1903.11283_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","They measure style transfer success using human evaluation. Specifically, for each translated sentence, three human evaluators are asked:  1"
"base_qasper_rag","C-AC-RAG","1905.12801_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The bias evaluation metrics used are:  1. **Co-occurrence bias**: Computed from model-generated texts by comparing the occurrences of gender"
"base_qasper_rag","C-AC-RAG","1609.00559_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages:  - For the MiniMayoSRS dataset, nine medical coders and three physicians from the Mayo Clinic participated in determi"
"base_qasper_rag","C-AC-RAG","1801.10293_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1601.02403_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1611.03599_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1708.01464_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1701.04056_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1905.10851_q1","honest_abstention","confident_wrong","confident_wrong","confident_wrong","false","According to the attention mechanism described in the passages, the relevant aspects of discussion for instructor intervention are:  - **Spe"
"base_qasper_rag","C-AC-RAG","1608.01884_q3","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the languages explored are:  - English - French - Spanish - Italian - Portuguese - Hebrew - Arabic - German  These la"
"base_qasper_rag","C-AC-RAG","1912.10011_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1911.06118_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The qualitative experiments performed on benchmark datasets involved analyzing the nearest neighbors of word senses learned by the GM_KL mod"
"base_qasper_rag","C-AC-RAG","1908.05828_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages indicate that the following machine learning models are explored:  - Support Vector Machine (SVM) - Hidden Markov Model (HMM) -"
"base_qasper_rag","C-AC-RAG","2003.11563_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the provided passages, ""propaganda"" for the purposes of this study is defined as follows:  The study references the World War II er"
"base_qasper_rag","C-AC-RAG","1604.00727_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The passages indicate that the baselines used are Memory Neural Networks (MemNNs) for comparison, which are word-level models. The proposed "
"base_qasper_rag","C-AC-RAG","1809.03449_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","KAR is an end-to-end Machine Reading Comprehension (MRC) model that explicitly uses general knowledge to assist its attention mechanisms."
"base_qasper_rag","C-AC-RAG","1909.00105_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dimension of the embeddings is 300."
"base_qasper_rag","C-AC-RAG","1707.06806_q5","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dimension of the embeddings is 300."
"base_qasper_rag","C-AC-RAG","2002.08795_q1","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-AC-RAG","1910.08293_q0","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","Based on the passages, the dataset contains dialogue from 327 major characters (as stated in [docid=qasper_1910.08293_sec_10]: ""we collect d"
"base_qasper_rag","C-AC-RAG","1908.06264_q1","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The dataset used was MIMIC-III, a freely available, deidentified database containing electronic health records of patients admitted to an In"
"base_qasper_rag","C-HGC-RAG","2001.02885_q0","honest_abstention","honest_abstention","honest_abstention","honest_abstention","true","I don't know."
"base_qasper_rag","C-HGC-RAG","1909.00175_q0","confident_wrong","honest_abstention","confident_wrong","confident_wrong","false","Answer: According to [docid=qasper_1909.00175_sec_4], the model with the INLINEFORM0 tagging scheme yields new state-of-the-art INLINEFORM1 "
"base_qasper_rag","C-HGC-RAG","1903.07406_q2","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The features used are TF-IDF (Term Frequency-Inverse Document Frequency) features extracted from the text content of pathology reports."
"base_qasper_rag","C-HGC-RAG","1909.06200_q4","confident_wrong","confident_wrong","confident_wrong","confident_wrong","true","The irony accuracy, sentiment preservation, and content preservation were judged by four annotators who are proficient in English."
